-1.99995065	171491.53125000	0.99998766	42873.93750000	78811735523328.00000000	-0.01562500	-0.00781250	0.66666663	1.00000000	
-1.99872589	171281.57812500	0.99968058	42847.61328125	78714989707264.00000000	0.01141827	-0.00285457	0.66666663	1.36842108	
-1.99163163	170067.90625000	0.99788642	42693.95703125	78151468187648.00000000	0.03598485	0.00224905	0.66666657	1.73684216	
-1.97053099	166483.53125000	0.99245042	42230.08593750	76462547795968.00000000	0.11132812	0.01113281	0.66666615	2.10526323	
-1.92597103	159039.64062500	0.98060840	41228.33984375	72878238203904.00000000	0.25265956	0.01737035	0.66666508	2.47368431	
-1.84904242	146589.23437500	0.95917755	39446.04296875	66713894780928.00000000	0.49479166	0.04123264	0.66666257	2.84210539	
-1.72969580	128278.14843750	0.92351007	36567.10937500	57332163674112.00000000	0.83709019	0.08395236	0.66665673	3.21052623	
-1.55677474	103914.35937500	0.86619657	32169.58398438	44374004072448.00000000	1.32938886	0.17408663	0.66664088	3.57894731	
-1.31701732	74375.87500000	0.77256495	25591.86718750	28087905419264.00000000	1.95145833	0.41611978	0.66658127	3.94736838	
-0.97434497	40717.56640625	0.58783627	14823.50878906	9441422344192.00000000	3.30544996	1.85139585	0.66595113	4.31578922	
-0.58010679	14433.37695312	0.03209677	76.24352264	947522944.00000000	1.04906952	6.84716940	-0.26723874	4.68421078	
-0.49318314	10431.32421875	0.01659261	18.34034348	40981008.00000000	0.56475830	1.29362893	0.05279863	5.05263138	
-0.43812269	8232.30371094	0.01221950	10.10690117	12946457.00000000	0.43972808	0.68344122	0.01465231	5.42105246	
-0.39700636	6759.82275391	0.00995687	6.78511763	6148237.00000000	0.36628640	0.43778035	-0.03827035	5.78947353	
-0.36428145	5691.45166016	0.00883545	5.34695768	3765219.25000000	0.30829328	0.32477209	-0.02388549	6.15789461	
-0.33760613	4888.69335938	0.00835317	4.74569654	3005118.50000000	0.28976735	0.26876986	-0.03737628	6.52631569	
-0.31497735	4255.55371094	0.00761931	3.85590625	1906231.12500000	0.27463770	0.19824462	0.00322479	6.89473677	
-0.29535732	3741.94580078	0.00707475	3.42109561	1615009.50000000	0.23472352	0.17555876	-0.07280123	7.26315784	
-0.27848285	3326.76025391	0.00674302	3.01028705	1110984.75000000	0.22121666	0.13900563	0.04683763	7.63157892	
-0.26328620	2973.69897461	0.00654148	2.86791658	1057392.12500000	0.20245361	0.12915668	0.00051183	8.00000000	
