-1.99997370	31999.15851240	0.99998685	7999.78962810	511973079588.37860107	0.00010687	0.00002672	-21325333.61824000	1.00000000
-1.99836158	31947.59481536	0.99967987	7994.87949475	511344957703.76324463	0.00195365	0.00049320	-21325340.53504000	1.36842105
-1.99332525	31786.78220349	0.99789062	7966.29020705	507695412483.75189209	0.01023995	0.00265502	-21325382.71448000	1.73684211
-1.97144162	31092.71822047	0.99245322	7879.72416385	496724691840.62438965	0.02937261	0.00804334	-21325516.66504000	2.10526316
-1.92721768	29713.50697167	0.98053975	7691.71426440	473311717791.78112793	0.06588554	0.01966854	-21325872.91824000	2.47368421
-1.86078698	27700.58626887	0.95917467	7360.25064085	433415079220.87646484	0.12690949	0.04299051	-21326749.19720000	2.84210526
-1.71627810	23565.54843071	0.92336827	6821.14152175	372282610154.62371826	0.20691261	0.08402097	-21328705.46264000	3.21052632
-1.55910395	19447.63815313	0.86552482	5993.71165315	287520394059.59637451	0.33449440	0.18046413	-21334519.91352000	3.57894737
-1.32131753	13969.05248187	0.76993472	4744.13026635	180316739552.20800781	0.50978033	0.43938647	-21356442.62848000	3.94736842
-0.95561492	7308.95222522	0.57391032	2642.99713925	56541783972.57308960	0.77697801	1.85658966	-21576642.16040000	4.31578947
-0.58648472	2752.83131136	0.06338882	48.02537695	49006126.90057900	0.23840266	3.39016186	-56652127.56168000	4.68421053
-0.49847158	1988.54393691	0.03595520	16.21245530	6135623.00279720	0.14894850	1.16181913	-62240632.60600000	5.05263158
-0.44159618	1560.68472793	0.02872857	10.57506455	2930098.39779980	0.11569985	0.73277584	-69861057.24320000	5.42105263
-0.39403170	1242.64043493	0.02410555	7.22311950	1228838.90308680	0.09544741	0.44468622	-62799872.73936000	5.78947368
-0.38321833	1175.33577200	0.02017458	5.11478975	619746.16420700	0.07883275	0.30183724	-63164346.29168000	6.15789474
-0.33182772	881.34910962	0.01879143	4.48575555	488505.02650620	0.07232887	0.25447961	-64731085.87096000	6.52631579
-0.33678983	907.86978578	0.01760157	3.86638765	358193.33008420	0.06536162	0.20129327	-63888259.76888000	6.89473684
-0.29774205	709.63848260	0.01694962	3.57985165	303355.43541460	0.06000915	0.17644300	-63115410.25448000	7.26315789
-0.28818418	664.81841260	0.01562110	3.07947660	230606.11556160	0.05469698	0.14771864	-64838379.84904000	7.63157895
-0.27437227	602.65659404	0.01504137	2.85720415	201201.32074300	0.05193352	0.13090756	-65714944.90288000	8.00000000
