-1.99995148	107994.76562500	0.99998790	26999.34570312	19682046246912.00000000	0.00000000	0.00000000	0.66666669	1.00000000	
-1.99872255	107862.08593750	0.99967968	26982.70703125	19657796878336.00000000	0.00570913	0.00000000	0.66666663	1.36842108	
-1.99161875	107096.79687500	0.99788290	26885.80078125	19516864069632.00000000	0.04048295	0.00224905	0.66666639	1.73684216	
-1.97049940	104837.68750000	0.99244064	26593.35351562	19094623485952.00000000	0.12246093	0.00742187	0.66666579	2.10526323	
-1.92603230	100159.83593750	0.98061526	25963.41601562	18200800526336.00000000	0.25265956	0.01815991	0.66666430	2.47368431	
-1.84919250	92328.27343750	0.95916778	24840.19726562	16660280901632.00000000	0.50303817	0.04329427	0.66666019	2.84210539	
-1.73016477	80826.24218750	0.92345971	23025.26562500	14315048402944.00000000	0.79328895	0.08212731	0.66665149	3.21052623	
-1.55734062	65488.25000000	0.86587608	20243.67773438	11066219167744.00000000	1.36322379	0.18500115	0.66662312	3.57894731	
-1.31458223	46667.64843750	0.77004594	16011.92285156	6925265666048.00000000	2.08703136	0.43417969	0.66652417	3.94736838	
-0.96237451	25021.13671875	0.57468045	8926.27441406	2160219521024.00000000	3.40365386	2.15913224	0.66528714	4.31578922	
-0.58019954	9093.80273438	0.03553767	52.85868835	215795920.00000000	1.01425338	4.00487709	0.04648954	4.68421078	
-0.49584270	6641.20751953	0.01995411	16.86170959	22688504.00000000	0.59143066	1.20951068	0.01481533	5.05263138	
-0.44089308	5250.92871094	0.01537518	9.90045452	7582537.00000000	0.45891327	0.64890605	0.04496503	5.42105246	
-0.40022087	4326.90673828	0.01290718	6.99475622	3916747.00000000	0.36881658	0.43124479	0.01168513	5.78947353	
-0.36802968	3659.05712891	0.01128522	5.31623459	2185318.50000000	0.32791844	0.30491203	0.04539990	6.15789461	
-0.34099713	3141.41186523	0.01057837	4.59396076	1563846.25000000	0.28770989	0.24096420	0.08518255	6.52631569	
-0.31857777	2742.11767578	0.00964948	3.97205782	1306884.37500000	0.26677674	0.21146862	-0.02263570	6.89473677	
-0.29903680	2416.16918945	0.00931207	3.66362858	1106829.87500000	0.24067312	0.18206009	-0.01805913	7.26315784	
-0.28186208	2146.70019531	0.00868211	3.17026401	806029.18750000	0.21645002	0.14872798	0.00990939	7.63157892	
-0.26679739	1923.51184082	0.00852352	3.07435107	761351.50000000	0.20359802	0.13909891	0.00552636	8.00000000	
