-1.99994755	31998.32031250	0.99998689	7999.79003906	511973130240.00000000	0.00000000	0.00000000	0.66666669	1.00000000	
-1.99877036	31960.67187500	0.99969172	7995.06933594	511369216000.00000000	0.00570913	0.00071364	0.66666657	1.36842108	
-1.99161029	31732.16406250	0.99788040	7966.12646484	507674525696.00000000	0.04160748	0.00224905	0.66666591	1.73684216	
-1.97061384	31066.80664062	0.99246836	7879.96533203	496755277824.00000000	0.12060546	0.00858154	0.66666371	2.10526323	
-1.92600620	29676.67968750	0.98059911	7692.64843750	473427247104.00000000	0.27555683	0.02072598	0.66665781	2.47368431	
-1.84849560	27336.82812500	0.95894849	7356.77197266	433003528192.00000000	0.47211370	0.04020182	0.66664600	2.84210539	
-1.72998822	23945.50195312	0.92342889	6822.03125000	372378566656.00000000	0.81883967	0.08212731	0.66661501	3.21052623	
-1.55825520	19429.93164062	0.86620963	6003.18750000	288427704320.00000000	1.30101109	0.17736098	0.66652608	3.57894731	
-1.31460118	13833.53320312	0.77016348	4746.93554688	180527628288.00000000	2.05783868	0.43603516	0.66618502	3.94736838	
-0.96340716	7439.66845703	0.57560664	2659.21435547	57286541312.00000000	3.34629273	1.99972022	0.66245264	4.31578922	
-0.57976782	2693.58764648	0.06888850	60.66566086	83171112.00000000	0.96958661	4.84620762	0.05838066	4.68421078	
-0.49573901	1969.01379395	0.03824525	18.05534554	7518290.00000000	0.58517331	1.25751352	0.03906018	5.05263138	
-0.44088468	1557.46777344	0.02795225	9.92339802	2366722.25000000	0.44887033	0.67750156	-0.00141752	5.42105246	
-0.40109700	1289.18237305	0.02330050	6.82425356	1073136.50000000	0.37172630	0.42852724	0.03986257	5.78947353	
-0.36746699	1082.18640137	0.02065175	5.30964518	647369.50000000	0.31350681	0.30817139	0.04322457	6.15789461	
-0.34150651	934.79180908	0.01868400	4.46550226	513075.87500000	0.27247521	0.25631115	-0.07208633	6.52631569	
-0.31917784	816.76232910	0.01757400	3.84038949	353957.21875000	0.25618926	0.19864802	0.00002545	6.89473677	
-0.29893917	716.63964844	0.01627850	3.33645344	265746.28125000	0.23717731	0.16749422	0.00531447	7.26315784	
-0.28214967	638.56561279	0.01602225	3.19930100	246587.67187500	0.22250429	0.15011324	-0.00380635	7.63157892	
-0.26677033	570.96234131	0.01526713	2.86638331	190667.21875000	0.20388031	0.12521282	0.03306723	8.00000000	
