-1.05529297	573.94827257	0.56487617	173.74325547	18035390.88115938	0.87509968	2.41202084	0.61102792	
-1.00266432	518.55678299	0.56341484	174.08905625	18181811.13882500	0.88782193	2.68366750	0.60942631	
-0.91349167	430.82015764	0.57290430	177.57481172	18517558.10715938	0.82779669	2.20708812	0.61767757	
-0.94799896	463.89559931	0.55253633	167.87573359	17094419.69077187	0.86950431	2.67406803	0.60509985	
-1.03343464	550.61433924	0.52937578	155.18256406	15043696.72476875	0.87819648	2.70050253	0.59329688	
-0.92209766	438.94489965	0.54604297	163.90370000	16268365.39261250	0.83156865	2.59036140	0.60574684	
-1.05217292	570.05310278	0.55912969	168.02112813	16572060.55071250	0.74370672	1.82953545	0.61782920	
-1.00894974	525.03620799	0.52746914	154.72071797	14961403.49607188	0.87916892	2.81610837	0.59310329	
-0.97648177	491.67189653	0.53496523	157.11202266	15024781.96694063	0.79521854	2.42454200	0.60372368	
-0.99475339	510.53577882	0.51238711	147.64526797	13915661.46272187	0.89041857	3.02380222	0.58440188	
-0.88138021	401.64341389	0.48416016	135.03443281	12151068.50313125	0.89142690	3.42702661	0.56615539	
-0.94094766	456.97020799	0.51074609	144.85247031	13252173.70695625	0.83246972	2.57218001	0.58880853	
-0.82073802	348.56933611	0.49881758	139.89643672	12604359.96467188	0.83687814	2.84248224	0.58070829	
-0.72991016	276.42476771	0.46728281	126.79875000	10851615.35861250	0.82773995	3.40478460	0.56058667	
-0.98786771	503.12862361	0.47867383	130.14497891	11103756.66540313	0.78760822	2.90672586	0.57320052	
-0.80339297	334.03625868	0.47033477	126.95897422	10754520.01580938	0.80743598	3.09715294	0.56561681	
-0.79186927	324.83274028	0.47209219	128.42810000	11096127.97257500	0.85306177	3.23163709	0.56201410	
-0.94514219	461.25538125	0.43911211	114.54895703	9430298.68347813	0.87613777	3.56526284	0.53210118	
-0.73430339	279.32869549	0.46011484	121.41857031	9840262.79134375	0.73253696	2.92904135	0.56544450	
-0.82199531	349.50410764	0.42124141	107.06263281	8403744.64684375	0.79860017	3.63878080	0.52268422	
-0.84486849	368.78880243	0.41904570	104.77072109	7972055.73722188	0.74425038	3.33027006	0.52717629	
-0.69376276	249.59069896	0.34787969	79.78825469	5546495.34600625	0.70707467	3.98661694	0.43278265	
-0.79362370	325.92934826	0.39539141	97.18051562	7352122.18142500	0.77060557	3.82564345	0.49316908	
-0.80164792	332.18664931	0.39050000	93.54613906	6676845.01686875	0.70308774	3.44740983	0.50326090	
-0.81922500	347.13867431	0.40558984	100.86782344	7670165.33214375	0.78300327	3.70162978	0.50919587	
-0.72779948	274.55044722	0.39535430	95.97847266	7105562.24147813	0.74334827	3.54129958	0.49781983	
-0.76223385	300.69786458	0.37532422	88.39827031	6223155.80999375	0.71486257	3.60656765	0.48152010	
-0.65059974	219.78167118	0.35971094	81.99745781	5547973.93318125	0.67743890	3.48392766	0.46279206	
-0.71024323	261.40042153	0.36500352	84.37143516	5772104.17574063	0.68992042	3.56821603	0.47209950	
-0.70027109	254.15907604	0.36213594	83.02676250	5632115.49750000	0.67994243	3.50071929	0.46808268	
-0.71001615	260.77185069	0.36917930	83.59681797	5413694.79839688	0.58547231	3.03958884	0.49566041	
-0.68074115	240.30796319	0.34845781	78.23284688	5160126.30356250	0.66829922	3.52825239	0.45110301	
-0.59114245	181.82026493	0.34677422	77.59292500	5083777.05201250	0.63627110	3.51302974	0.45026798	
-0.86798516	388.45098229	0.34216797	75.32793125	4750176.74840000	0.59331532	3.36664902	0.45498749	
-0.83609115	360.49648681	0.31630352	66.25737109	3947306.23465938	0.56442929	3.28403530	0.41461552	
-0.74399141	286.22022812	0.33050977	71.39256016	4482925.46885313	0.61415586	3.37207382	0.42738280	
-0.70863047	259.88700382	0.33124570	71.92821172	4434908.23363438	0.60570781	3.42840423	0.44192201	
-0.54899922	156.72762813	0.29636328	59.49823594	3334023.09721875	0.52384484	3.15700467	0.38684650	
-0.62834193	204.51485313	0.28828867	57.50560859	3231057.29687187	0.51414243	3.24348009	0.36388881	
-0.63623698	209.70334097	0.30377383	61.35134609	3476904.31655938	0.52984616	3.05405206	0.39861398	
-0.63181094	206.72529167	0.30357773	60.88016953	3348484.93045313	0.50632769	2.96000113	0.41182654	
-0.75374635	293.07844722	0.28867227	56.07535547	2953064.44575938	0.47339938	2.89329505	0.38858282	
-0.58344557	176.43083576	0.28142148	54.25432422	2855612.30594688	0.46125965	2.95182928	0.36840409	
-0.63111484	206.05239340	0.26364414	49.44268984	2561741.00759688	0.45576000	2.97880323	0.31775584	
-0.69941328	252.43801563	0.25535703	46.33620938	2269585.80712500	0.42462361	2.77948178	0.31180045	
-0.67138516	232.65060035	0.26843828	49.07359687	2338362.06052500	0.39904683	2.60947649	0.36784328	
-0.61299661	194.24911146	0.25879805	46.96970547	2239882.85219688	0.39728467	2.71152735	0.33900463	
-0.63623906	209.25097083	0.26166523	48.25725859	2392018.57225937	0.42558406	2.81857540	0.33127426	
-0.56036979	162.24811319	0.21449531	34.12562656	1367724.56459375	0.31390475	2.25272292	0.23537910	
-0.54278177	152.55515833	0.24839727	43.24712266	1898168.82684063	0.36463582	2.48002286	0.33926215	
