-1.99997599	107997.40651040	0.99998799	26999.35162760	19682054753517.32812500	0.00009483	0.00002371	-242973000.85347000	1.00000000
-1.99907254	107899.86044147	0.99968342	26982.90815055	19658089849256.99218750	0.00186350	0.00047103	-242973023.21729997	1.36842105
-1.99118728	107050.34087775	0.99789287	26886.33956800	19517644927252.21875000	0.00995141	0.00258432	-242973162.25676998	1.73684211
-1.97135500	104928.55857451	0.99245788	26594.27899363	19095953594989.46875000	0.03032352	0.00833042	-242973640.90467000	2.10526316
-1.92442417	99992.19184417	0.98062657	25964.01798876	18201654388348.55468750	0.06675262	0.01992365	-242974844.71155003	2.47368421
-1.85111407	92519.16629930	0.95913259	24838.36711427	16657805652404.72070312	0.11867316	0.03996447	-242977444.50401998	2.84210526
-1.72754803	80580.07271012	0.92349551	23027.05995064	14317307114230.91406250	0.20962082	0.08505038	-242984522.89907998	3.21052632
-1.56505019	66134.49659009	0.86578952	20239.59958855	11061692782981.11132812	0.32963494	0.17584734	-243003214.01493001	3.57894737
-1.30976828	46320.32507579	0.77015209	16016.29829843	6928981171859.04492188	0.51065499	0.42403387	-243074474.52498001	3.94736842
-0.95243957	24496.39795093	0.57604878	8968.29714467	2180108819011.64794922	0.83126257	2.04548820	-243922932.76256999	4.31578947
-0.58512330	9245.10718937	0.04102901	68.23299121	310889062.42461199	0.24264810	4.86351533	-600951771.72737992	4.68421053
-0.50095944	6776.68952331	0.01948487	16.45179779	23138539.66846619	0.15039077	1.22727670	-769372198.40196002	5.05263158
-0.43796071	5179.45979326	0.01576270	10.52876633	8838207.60857072	0.11086638	0.70470999	-717522281.79012001	5.42105263
-0.39705725	4257.22592892	0.01267797	6.78775230	3588640.40831123	0.09595485	0.42283932	-700976976.86583006	5.78947368
-0.36443834	3586.52334033	0.01134040	5.48814121	2424465.18805499	0.08284111	0.32735458	-724422149.35145998	6.15789474
-0.34191451	3156.91660213	0.01014481	4.37819864	1571879.34506761	0.07159616	0.24507432	-737997524.77950001	6.52631579
-0.31873049	2743.37031950	0.00965650	4.01001699	1375870.43782370	0.06729146	0.21644381	-770038422.18129003	6.89473684
-0.29994330	2429.51116963	0.00897724	3.43765360	969543.52659591	0.05914273	0.17371216	-738362642.15367007	7.26315789
-0.28110931	2134.02453081	0.00861881	3.14472003	792133.86159016	0.05484564	0.14925520	-720876467.39967000	7.63157895
-0.26733900	1930.11080909	0.00814266	2.81552935	641732.10097819	0.05212104	0.12816888	-728551173.14207995	8.00000000
