-1.99996900	31999.00812400	0.99998450	7999.75203100	511968267902.01599121	0.00011631	0.00002908	-2665.66670543	
-1.99940267	31980.89067289	0.99970050	7995.20934700	511387141002.74017334	0.00132710	0.00045994	-2665.66750613	
-1.99267533	31766.05728711	0.99781650	7965.10660900	507544524749.12646484	0.00577285	0.00257227	-2665.67264793	
-1.96421500	30865.19299867	0.99241950	7879.19040700	496657842700.14721680	0.01544829	0.00888020	-2665.69196100	
-1.92225433	29560.65502267	0.98055900	7692.01561200	473348639355.59143066	0.02635129	0.01940108	-2665.73317859	
-1.84901400	27351.12645333	0.95915150	7359.87757100	433367033762.03942871	0.03766926	0.03686400	-2665.81836123	
-1.74353000	24319.86159378	0.92398300	6830.23323800	373277099823.54492188	0.06662216	0.08614279	-2666.09830967	
-1.56535267	19603.73558400	0.86636700	6005.32054800	288623420967.75756836	0.08617592	0.16382428	-2666.70576645	
-1.29473433	13412.60969733	0.76714200	4709.83952000	177728458875.26229858	0.12281997	0.45213279	-2669.69012925	
-0.92117700	6791.36475156	0.57256350	2629.71412900	55909302147.91718292	0.15184275	1.64105242	-2693.91912981	
-0.59205800	2805.11399644	0.05439650	31.94392900	16448366.03990800	0.03885700	1.76595293	-5372.09901309	
-0.49835067	1987.52028711	0.04433150	23.07367300	10952586.48254800	0.02715300	1.45496812	-6856.43925713	
-0.44792767	1605.73471956	0.02641800	9.71923600	2966583.10547200	0.02113676	0.76294227	-10467.17583775	
-0.39180933	1228.64505867	0.02835650	9.51527300	1765574.07318800	0.01577150	0.53243946	-6499.13208844	
-0.36638100	1074.30116667	0.02172300	5.80365000	736524.85226400	0.01109897	0.32942105	-7287.92906435	
-0.34728167	965.36106000	0.01782500	3.96892600	364556.60672800	0.01231692	0.21866564	-7713.32115854	
-0.31723700	805.58090800	0.01828850	4.20878300	479411.20886000	0.00981111	0.22234774	-9020.39834784	
-0.30125167	726.47499511	0.01626950	3.26758700	229289.59833200	0.00861482	0.15833526	-7157.28160895	
-0.28443400	647.63838222	0.01713750	3.59439300	293703.08139600	0.00715612	0.16311719	-7576.67768370	
-0.27080500	587.08061467	0.01405600	2.40190600	130315.91989600	0.00621610	0.10266711	-7528.46649808	
